0.3540213,0.535906204,0.545925577,0.190932132,0.108374384,0.611364579,0.458563536,Sleep stage R
0.387807565,0.502686859,0.544983514,0.54660659,0.045977011,0.630029034,0.342541436,Sleep stage R
0.374586853,0.531509526,0.545925577,0.740918051,0.056923919,0.616341767,0.375690608,Sleep stage R
0.378626515,0.480214949,0.529910504,0.128414531,0.090859332,0.61800083,0.580110497,Sleep stage R
0.437385237,0.447484123,0.575600565,0.59166432,0.049261084,0.627955205,0.425414365,Sleep stage R
0.30664708,0.534440645,0.550164861,0.570543509,0.081007115,0.608875985,0.535911602,Sleep stage R
0.387073081,0.534929165,0.545925577,0.697268375,0.067323481,0.618415595,0.364640884,Sleep stage R
0.39955931,0.456765999,0.552048987,0.321599549,0.044334975,0.614682704,0.524861878,Sleep stage R
0.399192068,0.461162677,0.547809703,0.76119403,0.033935413,0.62463708,0.458563536,Sleep stage R
0.369445465,0.482169028,0.53179463,0.528301887,0.05801861,0.61509747,0.392265193,Sleep stage R
0.494674991,0.481680508,0.563353745,0.529991552,0.373289546,0.626296143,0.414364641,Sleep stage R
0.351083364,0.502198339,0.609043806,0.762320473,0.334975369,0.619245127,0.569060773,Sleep stage R
0.486962909,0.446018564,0.526142252,0.775556181,0.039956212,0.620074658,0.38121547,Sleep stage R
0.375688579,0.582804104,0.534149788,0.62968178,0.105090312,0.610535048,0.281767956,Sleep stage R
0.355490268,0.491939424,0.783325483,0.462968178,0.089764641,0.617586064,0.237569061,Sleep stage R
0.386705839,0.407425501,0.55299105,0.799493101,0.076628352,0.621318955,0.259668508,Sleep stage R
0.413147264,0.424523693,0.547809703,0.324978879,0.105090312,0.610949813,0.574585635,Sleep stage R
0.217407271,0.59110894,0.567121997,0.528301887,0.064586754,0.626710908,0.419889503,Sleep stage R
0.35769372,0.516365413,0.560998587,0.237961138,0.096332786,0.613853173,0.535911602,Sleep stage R
0.439955931,0.770395701,0.501177579,0.940298507,0.083196497,0.618830361,0.541436464,Sleep stage R
0.353286816,0.577918906,0.553933114,0.132357083,0.067323481,0.613023642,0.513812155,Sleep stage R
0.366140286,0.427943332,0.545454545,0.882568291,0.070060208,0.622148486,0.397790055,Sleep stage R
0.35218509,0.555935515,0.56194065,0.132075472,0.079365079,0.614267939,0.414364641,Sleep stage R
0.423062798,0.502686859,0.542628356,0.787665446,0.063492063,0.628369971,0.464088398,Sleep stage R
0.435181785,0.36394724,0.528968441,0.229512813,0.222769568,0.615927001,0.447513812,Sleep stage R
0.473007712,0.400097704,0.533678756,0.86172909,0.118773946,0.62463708,0.303867403,Sleep stage R
0.396254131,0.45481192,0.531323599,0.128977753,0.087027915,0.612608876,0.591160221,Sleep stage R
0.423062798,0.483146067,0.474799812,0.263306111,0.122058019,0.602239735,0.38121547,Sleep stage R
0.453543885,0.472398632,0.533678756,0.828780625,0.089217296,0.62463708,0.53038674,Sleep stage R
0.384502387,0.446995603,0.658031088,0.695015489,0.033388068,0.61800083,0.651933702,Sleep stage R
0.422328314,0.474841231,0.561469618,0.226978316,0.087027915,0.608046454,0.701657459,Sleep stage R
0.373117885,0.472887152,0.553462082,0.586876936,0.053639847,0.627125674,0.640883978,Sleep stage R
0.35769372,0.497801661,0.547338672,0.679808505,0.068418172,0.607631688,0.624309392,Sleep stage R
0.363569592,0.486565706,0.549222798,0.315404112,0.053639847,0.621318955,0.436464088,Sleep stage R
0.368710981,0.483146067,0.558643429,0.873556745,0.016420361,0.613438407,0.325966851,Sleep stage R
0.362467866,0.498290181,0.599623175,0.707124754,0.076081007,0.615927001,0.519337017,Sleep stage R
0.424164524,0.47777235,0.567593029,0.932413405,0.053092501,0.611364579,0.480662983,Sleep stage R
0.40506794,0.513922814,0.612812058,0.635595607,0.049808429,0.613438407,0.629834254,Sleep stage R
0.334924715,0.553004397,0.528968441,0.135736412,0.089217296,0.615512236,0.629834254,Sleep stage R
0.395886889,0.475818271,0.557230334,0.333990425,0.061850027,0.624222314,0.408839779,Sleep stage R
0.34851267,0.486565706,0.589731512,0.321036328,0.055281883,0.611779345,0.580110497,Sleep stage R
0.409842086,0.435271128,0.56806406,0.362714728,0.045429666,0.619245127,0.38121547,Sleep stage R
0.377524789,0.475329751,0.565708902,0.756125035,0.068418172,0.605143094,0.453038674,Sleep stage R
0.390745501,0.453346361,0.57701366,0.416220783,0.168582375,0.608875985,0.375690608,Sleep stage R
0.320235035,0.5456766,0.536033914,0.785975781,0.065681445,0.605972625,0.370165746,Sleep stage R
0.402497246,0.49975574,0.58596326,0.220219656,0.052545156,0.617586064,0.348066298,Sleep stage R
0.33933162,0.486565706,0.491756948,0.765981414,0.031746032,0.617171298,0.447513812,Sleep stage R
0.420859346,0.492916463,0.626000942,0.401858631,0.066776136,0.604728328,0.712707182,Sleep stage R
0.362100624,0.524181729,0.547338672,0.461560124,0.035030104,0.622978017,0.375690608,Sleep stage R
0.383767903,0.412310699,0.565237871,0.649112926,0.078817734,0.609290751,0.480662983,Sleep stage R
0.315460889,0.468001954,0.575129534,0.53618699,0.074438971,0.604313563,0.497237569,Sleep stage R
0.394785163,0.507572057,0.541215261,0.572796395,0.02955665,0.622978017,0.38121547,Sleep stage R
0.415717958,0.439179287,0.556288271,0.212334554,0.096332786,0.606802157,0.508287293,Sleep stage R
0.350716122,0.516853933,0.545925577,0.755280203,0.082101806,0.605143094,0.607734807,Sleep stage R
0.374219611,0.508549096,0.541215261,0.595606871,0.062944718,0.617586064,0.248618785,Sleep stage R
0.413514506,0.496824621,0.542628356,0.227541538,0.13847838,0.623392783,0.243093923,Sleep stage R
0.379728241,0.470933073,0.585492228,0.371163053,0.090311987,0.6026545,0.403314917,Sleep stage R
0.449871465,0.460185638,0.430993877,0.357645734,0.090311987,0.601824969,0.414364641,Sleep stage R
0.365405802,0.439667807,0.593028733,0.471698113,0.068418172,0.618830361,0.425414365,Sleep stage R
0.393683437,0.482169028,0.583608102,0.652492256,0.114395183,0.604728328,0.491712707,Sleep stage R
0.376055821,0.554469956,0.600094206,0.240214024,0.078817734,0.608461219,0.464088398,Sleep stage R
0.311421227,0.503663898,0.623174753,0.21796677,0.088122605,0.61219411,0.635359116,Sleep stage R
